id,name,host_id,host name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,Booking_date,reviews_per_month,calculated_host_listings_count,availability_365
326956,Lovely Upper East Yorkville   BDRM,51038,Erica,Brooklyn,Clinton Hill,40.68625,-73.96446,Private room,180,3,15,22/04/2019,0.18,6,266
327778,Large Cozy Room   Landmark Home   Block to PRATT,1675255,Jill,Manhattan,Kips Bay,40.74016,-73.97665,Entire home/apt,106,3,12,30/06/2019,0.14,1,271
328040,Lovely studio in East Village  NY,1676487,Robyn,Manhattan,Midtown,40.75023,-73.98293,Entire home/apt,299,10,19,11/06/2019,0.27,1,101
328693,NYC Summer Discount    BR Gramercy Apt,1013131,Joseph,Manhattan,Upper West Side,40.78867,-73.96809,Entire home/apt,179,3,297,24/06/2019,3.37,1,205
328744,Awesome views  Central location,890215,Duane,Brooklyn,Crown Heights,40.66604,-73.95914,Entire home/apt,165,3,12,07/07/2019,0.13,1,343
329310,Entire Apt  Sunny  bd   min to NYC,1681546,Todd,Manhattan,Chinatown,40.71638,-73.99167,Entire home/apt,250,15,9,14/05/2016,0.1,1,190
329385,Your Historic House in Brooklyn,312288,Paula,Manhattan,Inwood,40.86658,-73.92558,Private room,87,7,46,25/05/2019,0.62,2,310
333189,Creative Director s Chinatown Loft,1697784,Jonathan,Brooklyn,Williamsburg,40.71179,-73.96449,Private room,79,4,42,24/06/2019,0.47,2,52
333323,HOSTING YOUR COZY   ECLECTIC MILIEU FOR NYC VISIT,1698391,Pat,Manhattan,Hell's Kitchen,40.76186,-73.99165,Private room,75,2,118,01/07/2019,2.11,3,312
334781,Cozy bedroom near Times Square,547177,Chryslaine,Manhattan,Harlem,40.82772,-73.93877,Private room,80,1,15,24/06/2019,0.21,1,329
335797,Artist s Flat in Historic Building  ,1709216,Steve And Heather,Brooklyn,East Flatbush,40.63602,-73.94607,Entire home/apt,115,3,64,11/05/2019,0.72,4,333
335819,Queen size sofa bed in Harlem,1709216,Steve And Heather,Brooklyn,East Flatbush,40.63759,-73.9459,Entire home/apt,115,3,51,27/04/2019,0.58,4,327
335820,Bklyn   Beds   Bathroom Rental  ,1709216,Steve And Heather,Brooklyn,East Flatbush,40.63611,-73.94637,Entire home/apt,120,3,79,29/04/2019,0.88,4,349
336220,Bklyn   Beds   Bathroom Rental  ,1711529,Jason,Manhattan,Harlem,40.803,-73.95278,Private room,125,3,202,19/06/2019,2.29,1,217
341525,Stylish   Quiet NYC Retreat ,1732559,J,Manhattan,Hell's Kitchen,40.75763,-73.99482,Private room,95,6,62,01/06/2019,0.76,2,80
342027,TIMES SQUARE MASTER BEDROOM ,168417,Marie,Manhattan,Upper East Side,40.77631,-73.95289,Entire home/apt,121,1,16,16/06/2019,0.19,2,351
342965,Lincoln Center Studio  Clean Sunny ,1740233,Gladys,Manhattan,Hell's Kitchen,40.76774,-73.9892,Entire home/apt,350,4,24,21/09/2017,0.27,1,362
342995,Serenity amidst the busy city,1740216,Laura,Manhattan,Harlem,40.81169,-73.94355,Private room,75,2,77,01/07/2019,0.88,2,144
343276,Super Clean Apt by Columbus Circle,1732559,J,Manhattan,Hell's Kitchen,40.75782,-73.99349,Private room,95,5,110,26/05/2019,1.27,2,43
343971,Unique private room and bathroom in Brownstone,10609846,Ben,Manhattan,Harlem,40.83177,-73.95,Private room,89,1,56,16/07/2018,0.64,1,365
344019,TIMES SQUARE HOUSE ,1746209,R ,Manhattan,West Village,40.73104,-74.00879,Private room,195,1,7,07/06/2012,0.08,1,129
347865,Cosy apartment in West Village,251176,Jason,Manhattan,East Village,40.72143,-73.98117,Entire home/apt,189,3,265,24/06/2019,2.99,2,355
350168,ARTY   BED EAST VILLAGE GEM,1774431,Kate,Brooklyn,Park Slope,40.67725,-73.9821,Entire home/apt,178,30,8,02/01/2018,0.1,1,280
350525,Williamsburg Loft  Amazing Sublet,74777,Niki   Colin,Brooklyn,Crown Heights,40.66888,-73.95292,Entire home/apt,145,14,46,19/06/2018,0.52,1,38
351530,Artist  BR in Park Slope w backyard,1747222,Sascha,Brooklyn,Park Slope,40.67188,-73.97533,Entire home/apt,125,5,6,04/11/2018,0.08,1,31
351859,Spacious  BR near Botanic Garden,417652,Ron,Manhattan,Chelsea,40.74964,-73.99158,Entire home/apt,265,4,75,01/07/2019,0.86,1,324
352651,Gorgeous brownstone next to park ,1785800,Marvet,Brooklyn,Prospect-Lefferts Gardens,40.65846,-73.95057,Private room,77,5,11,23/06/2019,0.13,3,365
353317,COMFORTABLE LARGE ROOM,314377,Marc,Manhattan,Chinatown,40.71515,-73.99029,Entire home/apt,129,3,132,23/06/2019,1.49,1,171
354095,Cute Private room in Upper East Side  ,1474749,Jared,Manhattan,East Village,40.72986,-73.97913,Entire home/apt,199,6,41,07/06/2019,0.47,1,36
355106,Lower East Side  bedroom apt in NYC,1797859,Camila,Brooklyn,Prospect-Lefferts Gardens,40.66039,-73.95937,Private room,92,7,34,07/04/2019,0.39,1,332
357509,Big room near Prospect Park  NY ,684129,Ellie,Manhattan,Midtown,40.75407,-73.96713,Entire home/apt,110,7,27,01/03/2019,0.31,1,192
359982,It s so easy to get to EVERYthing ,1631288,Kay,Brooklyn,Williamsburg,40.70712,-73.94013,Private room,65,4,30,13/04/2019,0.34,1,139
360400,Manhattan    Best Location in Midtown,1386983,Candice,Manhattan,Midtown,40.74553,-73.98943,Private room,135,3,214,02/06/2019,2.45,2,167
363320,Beautiful Room in Manhattan Loft,390251,Lilly,Manhattan,Harlem,40.79967,-73.95156,Private room,175,2,6,30/07/2018,0.09,4,10
364275,HOME AWAY FROM HOME,1840564,Rico,Brooklyn,Williamsburg,40.70507,-73.9353,Private room,72,3,156,04/07/2019,1.8,1,110
367810,Sunny large private room in Park Slope,1728785,Veronika And John,Brooklyn,Greenpoint,40.7376,-73.95678,Private room,120,5,3,24/04/2019,0.09,1,242
369411,Eastern Parkway Brooklyn  BR Flat,179679,Ginger,Brooklyn,Williamsburg,40.71148,-73.95573,Private room,94,2,272,27/06/2019,3.18,3,22
369671,ingef ra hus  Private room Williamsburg  Brooklyn,1863713,Alix,Manhattan,East Village,40.72899,-73.97792,Entire home/apt,549,30,58,01/07/2019,0.66,1,200
373618,LUXURY  BD BTH   HUGE PATIO,1879389,Christina,Brooklyn,Williamsburg,40.72212,-73.95696,Private room,129,3,63,30/06/2019,0.71,2,87
374548,Comfy Brooklyn  BD  W  Backyard,1884204,Mark,Brooklyn,Bedford-Stuyvesant,40.68534,-73.93433,Entire home/apt,85,5,268,02/07/2019,3.04,2,202
375249,Authentic designer loft roof deck best Williamsbrg,1887999,Rimma   Jim,Staten Island,Graniteville,40.62109,-74.16534,Private room,20,3,80,26/05/2019,0.92,1,226
378460,Enjoy Staten Island Hospitality,1900800,Geny,Manhattan,Hell's Kitchen,40.75643,-73.99046,Entire home/apt,200,7,13,17/06/2019,0.15,1,327
380416,Great apt on the UWS   A RARE FIND ,438133,Ellis,Brooklyn,Park Slope,40.67407,-73.98111,Entire home/apt,125,4,23,30/04/2019,0.67,2,262
382523,Park Slope Sunny Studio,732535,William,Manhattan,Harlem,40.80491,-73.94866,Private room,160,3,10,24/10/2018,0.12,3,359
382524,Luxury L Shape Studio     cats,732535,William,Manhattan,Harlem,40.80334,-73.94805,Private room,180,3,14,04/04/2019,0.16,3,348
385824,Beautiful   bdrm  Inwood Manhattan,1931205,Orit,Bronx,Spuyten Duyvil,40.87991,-73.91673,Entire home/apt,120,2,47,03/07/2019,1.22,1,318
386555,Beautiful Loft  min to Manhattan ,773928,Nen,Staten Island,Stapleton,40.62766,-74.07988,Private room,110,2,6,01/01/2019,0.19,1,363
386744,New York City  Riverdale Modern two bedrooms unit,1935291,Cristina,Manhattan,Upper East Side,40.7685,-73.96034,Private room,105,7,93,07/06/2019,1.06,1,70
387324,Great room priv bathrm Eastside location  s ST,1828506,Yogi,Manhattan,Kips Bay,40.74238,-73.98122,Private room,74,240,15,04/09/2018,0.17,1,90
387377,Midtown NYC     Bedroom Apartment,390251,Lilly,Manhattan,Harlem,40.80151,-73.9522,Entire home/apt,165,2,70,03/06/2019,0.8,4,15
387666,Cozy Room in Sunny Apartment  Long Short Term ,1939728,Michael   Aleksandra,Manhattan,Washington Heights,40.83434,-73.94027,Private room,99,3,4,04/03/2019,0.41,1,335
391948,LOCATION LOCATION LOCATION Sara s,1960128,Luana,Queens,Ozone Park,40.68581,-73.84642,Shared room,45,1,8,30/09/2015,0.11,2,364
391955,Quaint   Quiet in Queens,1960189,Rebecka,Brooklyn,Columbia St,40.68636,-74.00345,Entire home/apt,159,2,106,24/06/2019,1.22,1,34
392948,Single Room,312722,Kristian   Di,Brooklyn,Williamsburg,40.70994,-73.96573,Private room,45,15,15,26/06/2019,0.57,4,242
393016,Charming brownstone apartment,1303029,Kristina,Manhattan,Hell's Kitchen,40.76013,-73.99007,Private room,104,2,133,05/05/2019,1.51,1,147
393094,Williamsburg near soho  support artist living,1965972,Alayna,Manhattan,Financial District,40.70621,-74.01525,Entire home/apt,225,4,27,25/05/2019,0.31,1,169
393682,Your Times Square Sanctuary,1968502,Paola,Manhattan,Nolita,40.72172,-73.99689,Private room,100,5,61,02/01/2018,0.7,1,188
394026,Designer studio in Luxury Building,1651591,Todd,Brooklyn,Greenpoint,40.72049,-73.95221,Private room,90,2,2,08/10/2018,0.02,2,89
394111,Private cozy bedroom in Nolita,1947974,Constance F ,Queens,Briarwood,40.71068,-73.81577,Private room,75,1,16,01/01/2017,0.18,2,189
396636,Beautiful Bedrooms in Briarwood  NY,1981742,Daniel,Manhattan,Harlem,40.83091,-73.94223,Entire home/apt,135,5,38,16/05/2019,0.44,1,253
397034,Flatiron Designer s loft,70234,Richelle,Manhattan,Upper West Side,40.7824,-73.98294,Private room,125,1,25,22/06/2013,0.28,1,311
397420,New York City for All Seasons ,1985717,Darktalia,Manhattan,Harlem,40.82703,-73.94311,Private room,85,3,6,05/09/2017,0.07,1,363
398281,STUNNING E Vill Penthouse,325790,Michael,Manhattan,Upper East Side,40.78521,-73.95489,Entire home/apt,200,7,30,04/12/2016,0.34,1,224
398283,New York Host who knows The Most,1989327,William,Brooklyn,South Slope,40.66106,-73.98316,Entire home/apt,250,3,17,05/07/2019,0.46,1,5
399946,One Block From Central Park ,1996265,David,Manhattan,Lower East Side,40.72123,-73.98996,Private room,90,10,67,16/05/2019,0.77,1,301
400466,Light Superhosted Chill LES Apt,1985759,Esther,Brooklyn,Prospect-Lefferts Gardens,40.66009,-73.96237,Entire home/apt,90,30,32,11/10/2016,0.37,1,50
401579,Big Beautiful Railroad in Brooklyn,462379,Loretta,Brooklyn,Carroll Gardens,40.67939,-73.99398,Entire home/apt,298,30,131,23/06/2019,1.84,2,296
401836,Bright Brooklyn Flat w Park Views    day minimum,2005740,Maya,Manhattan,Upper East Side,40.76494,-73.95804,Entire home/apt,300,4,19,21/05/2019,0.22,1,84
403056,Sunny UES   Bedroom  Sleeps  ,2010724,K  Naomi,Manhattan,East Harlem,40.79314,-73.94853,Private room,125,3,74,28/05/2019,0.84,3,212
403264,Stay with a Jazz Singer in Harlem ,1386983,Candice,Manhattan,Midtown,40.7453,-73.99056,Private room,145,3,165,03/07/2019,1.88,2,181
404502,Luxury room in Manhattan Duplex Apt,242506,Jsun,Brooklyn,Williamsburg,40.7093,-73.96484,Private room,123,3,269,05/06/2019,3.09,3,158
404923,Gorgeous Sunny  Spacious   bdrm in East Village,2017752,Jeruschka,Brooklyn,Windsor Terrace,40.64791,-73.97904,Entire home/apt,88,3,243,24/06/2019,2.75,1,217
405025,ARTIST LOFT OFFICE in PRIME WILLIAMSBURG ,2018042,Megan,Queens,Long Island City,40.75453,-73.93377,Entire home/apt,215,2,59,01/07/2019,0.94,1,335
405408,Private Garden Entry,2020431,M  C ,Manhattan,SoHo,40.72057,-73.99976,Entire home/apt,225,3,134,22/06/2019,1.53,1,231
406926,LUXE Priv  L I C  Apt   Garden,2027134,Marie Helene,Manhattan,Nolita,40.7234,-73.99439,Entire home/apt,269,28,81,03/07/2019,0.93,1,122
406992, Magazine SOHO Studio Loft  ,1952186,Erin,Brooklyn,Williamsburg,40.71121,-73.94669,Entire home/apt,145,3,7,22/10/2016,0.08,1,270
407469,Read our reviews ,2015914,Majar,Brooklyn,Bushwick,40.68979,-73.91661,Private room,75,3,112,26/05/2019,1.28,8,330
408983,Family friendly Williamsburg Apt for Vacation ,520189,Andre,Brooklyn,Prospect-Lefferts Gardens,40.65937,-73.95906,Entire home/apt,229,2,92,09/06/2019,1.05,1,321
409262,BROWNSTONE TWO IN BROOKLYN in NYC,1621363,Elizabeth,Brooklyn,Boerum Hill,40.68599,-73.98826,Entire home/apt,300,29,23,14/02/2019,0.26,2,312
409293,Charming West Village One Bedroom,2010724,K  Naomi,Manhattan,East Harlem,40.79477,-73.95046,Private room,100,3,67,28/05/2019,0.76,3,345
409666,Brooklyn Brownstone full floor garden ProspectPark,405225,Olga,Brooklyn,Brighton Beach,40.5781,-73.95455,Entire home/apt,75,2,8,18/09/2016,0.1,1,2
411336,Family friendly   steps to subway  large garden  ,2047776,Jennifer,Manhattan,Nolita,40.72278,-73.9967,Entire home/apt,225,2,244,01/07/2019,2.81,2,252
411525,Private Sunny Room Near Central Park   Mount Sinai,1697784,Jonathan,Brooklyn,Williamsburg,40.71472,-73.96225,Private room,120,6,62,17/05/2019,0.7,2,15
411918,  bdr apt  sunny   artsy    min walk to the beach,2050338,Verena,Brooklyn,Crown Heights,40.66924,-73.94406,Entire home/apt,160,5,125,02/07/2019,1.47,3,169
412061, Simple Perfect Soho ,2051075,Linda,Brooklyn,Crown Heights,40.67259,-73.95489,Entire home/apt,125,30,58,01/06/2019,0.67,2,212
413504,  BR apartment Crown Heights  BKLYN,1286417,Omri,Brooklyn,Williamsburg,40.71348,-73.94447,Private room,119,3,137,13/06/2019,1.57,1,296
413775,Brownstone Sunny   Spacious top fl,2058589,Cary,Manhattan,Midtown,40.75816,-73.96457,Entire home/apt,275,2,16,09/05/2019,0.24,1,167
413876,Morocco in Brooklyn with the flyest loft  Amazing ,2059155,Dan,Manhattan,Financial District,40.70537,-74.00992,Entire home/apt,160,1,36,26/09/2018,0.57,1,365
414801,Perfect NYC Williamsburg Location,319077,Shell,Brooklyn,Clinton Hill,40.68722,-73.96289,Entire home/apt,500,1,54,24/03/2019,0.65,4,365
416557,Finest Gateway to historic Financial District,2714164,Jasmine,Brooklyn,Greenpoint,40.72212,-73.94389,Entire home/apt,87,6,39,13/03/2019,0.47,2,258
417685,Industrial Brooklyn Loft with Tree Lined Windows,119588,Vero,Brooklyn,Park Slope,40.66626,-73.97933,Entire home/apt,160,1,145,22/06/2019,1.76,2,257
418291,Cute east village apartment ,626289,Marshall,Manhattan,East Village,40.72978,-73.9793,Private room,125,3,28,25/06/2019,0.33,1,364
419373,All Charm  Lush Garden  Huge Kitchen   Quiet,2085639,Eada,Brooklyn,Bedford-Stuyvesant,40.68838,-73.94193,Entire home/apt,90,2,206,30/06/2019,2.4,1,236
421554,Cozy  bright  BR avail  in East Village apartment,2096690,Richard,Brooklyn,Bedford-Stuyvesant,40.68559,-73.93896,Entire home/apt,250,15,37,30/10/2016,0.52,2,54
422040,Stylish Loft w Lovely Backyard,1090764,Lynda,Manhattan,Upper West Side,40.77995,-73.98342,Private room,99,30,27,11/08/2017,0.31,1,189
424192,Great Apt IDEAL Location   SF,2108853,Jasen,Manhattan,Hell's Kitchen,40.7559,-73.99469,Entire home/apt,325,30,18,21/05/2016,0.21,1,364
424667,Garden   Brownstone Experience,2111060,Jj,Manhattan,Hell's Kitchen,40.76291,-73.99202,Private room,99,1,134,02/04/2019,1.54,1,265
424767,Gorgeous   Best Location in NYC  ,2103888,Akari,Manhattan,Midtown,40.74406,-73.98273,Entire home/apt,325,2,197,20/06/2019,2.25,1,207
424930,Luxury room   En suite bath in Times Sq Midtown W,905122,Supriya,Brooklyn,Crown Heights,40.6764,-73.96218,Entire home/apt,130,28,5,06/10/2015,0.06,1,196
428226,Sunny and Zen W  Village Studio of Your Own,2128778,Rachael,Brooklyn,Crown Heights,40.67436,-73.956,Private room,55,2,62,11/05/2019,0.71,2,57
431865,Bright   Vibrant  The BK experience,361855,Kurt,Manhattan,Washington Heights,40.83451,-73.93885,Entire home/apt,275,3,50,30/06/2019,0.87,2,277
433218,Lux One bed Central Park View UWS,644941,Miya,Brooklyn,Prospect Heights,40.67763,-73.97185,Entire home/apt,125,4,41,20/05/2019,0.47,1,10
433414,Elegant Uptown Historic District Garden Apartment,287733,David,Brooklyn,Clinton Hill,40.68472,-73.96691,Entire home/apt,150,20,89,28/06/2019,1.04,1,247
433914,Only   Min  to Manhattan ,1906804,Terrance,Brooklyn,East New York,40.65408,-73.87883,Entire home/apt,70,4,40,17/06/2019,0.46,1,273
434792,Lovely   bdrm in Prospect Heights ,2117078,Joe,Brooklyn,Gowanus,40.67302,-73.98756,Entire home/apt,138,3,106,07/06/2019,1.22,1,189
435776,  Bedroom Apt   Close to JFK   City,2164452,Robert,Manhattan,Upper East Side,40.77548,-73.95183,Private room,145,5,2,03/10/2017,0.09,1,365
435909,  br  studio duplex   Park Slope Gowanus  Brooklyn,2165401,Andrew,Manhattan,West Village,40.73775,-74.00344,Entire home/apt,151,88,19,24/12/2016,0.22,1,249
435946,A REAL New Yorkers  Wall St,2165711,Alda,Manhattan,Financial District,40.70917,-74.0146,Entire home/apt,208,6,100,14/06/2019,1.14,1,310
436510,ROOM AVAILABLE IN NEW YORK CITY,2168251,Jennifer,Brooklyn,Williamsburg,40.7108,-73.96226,Entire home/apt,200,3,16,25/09/2018,0.19,1,291
436619,Sunny West Village Dream,2168468,Cp,Manhattan,East Village,40.72507,-73.98861,Private room,110,2,64,09/06/2019,0.76,1,74
436824,SUNNY ZEN  FULL SERVICE HUGE STUDIO,200243,Laetitia,Manhattan,Harlem,40.82726,-73.9444,Private room,58,1,17,27/04/2019,0.31,2,289
437352,Tranquil  Artsy  Sunny Bedroom,290662,Seth,Brooklyn,Park Slope,40.67078,-73.98815,Entire home/apt,105,115,15,31/12/2018,0.17,1,219
438513,Room for the Summer,2177462,Marc,Brooklyn,Prospect-Lefferts Gardens,40.65814,-73.96181,Entire home/apt,150,3,87,16/06/2019,1,1,73
439750,Fantastic  BR in Brooklyn s Best Area,1566042,Haley,Brooklyn,Williamsburg,40.71517,-73.94292,Private room,55,150,10,19/05/2018,0.14,1,97
442636,Big Beautiful Brooklyn Apt   Park ,1655939,Joris,Queens,Ridgewood,40.70054,-73.90255,Entire home/apt,77,3,289,24/06/2019,3.3,1,85
443646,Gorgeous Park Slope  BK triplex  BD,2204078,Michelle,Manhattan,Upper West Side,40.78911,-73.97396,Entire home/apt,395,14,39,16/05/2019,0.45,1,50
444171,Private Affordable    min to NYC ,2206506,James,Brooklyn,Bedford-Stuyvesant,40.68813,-73.92817,Entire home/apt,189,7,7,17/04/2017,0.1,2,303
444430,Lovely Chelsea   Bedroom,420542,Danielle,Bronx,Mott Haven,40.81128,-73.92399,Private room,49,1,23,27/03/2018,0.27,1,333
446367,Classy   BR Brownstone w  Garden,2216673,Joy,Manhattan,Upper West Side,40.77593,-73.97699,Entire home/apt,90,4,22,10/06/2019,0.27,1,239
447766,Upper Duplex in Brooklyn Brownstone,1109143,Mark,Manhattan,Kips Bay,40.73903,-73.97975,Private room,100,1,1,21/08/2014,0.02,1,6
448048,Best Block  NYC   July  Aug  ,1267021,Sharma,Queens,Jackson Heights,40.75193,-73.87873,Private room,75,5,30,24/05/2019,0.37,3,180
448049,Great   BR Apt in Kips Bay  NY,1267021,Sharma,Queens,Jackson Heights,40.74906,-73.89377,Private room,69,7,55,30/09/2018,0.64,3,318
449034,Private Artist s Apt  Amazing Location ,124357,Alex,Brooklyn,Williamsburg,40.71756,-73.95282,Private room,90,1,155,07/06/2019,1.78,3,328
449130,  BR  Book it  st then write me,2229582,Yamil,Manhattan,Harlem,40.8179,-73.94319,Private room,94,1,95,28/06/2019,1.09,1,18
449660,No Inq Read it    BR  Rt of Subway ,2233165,Liz,Brooklyn,Windsor Terrace,40.64814,-73.97304,Private room,80,2,118,16/06/2019,1.35,1,353
449680,Spacious Loft   min to Union Square,1812871,Karen,Bronx,Longwood,40.81611,-73.89909,Entire home/apt,100,5,82,15/12/2018,0.96,1,63
450009,Your Own Private Entrance Studio in Stylish Duplex,2219255,Natalie,Brooklyn,Canarsie,40.62897,-73.90334,Private room,39,5,105,09/06/2019,1.21,3,34
450577,Art   Music Salon,2237267,Marjorie,Manhattan,Upper West Side,40.77555,-73.9767,Entire home/apt,250,3,73,07/06/2019,0.84,1,284
450578,Artfully Decorated   Bedroom Apt,9647066,Maria Luiza,Brooklyn,Sunset Park,40.6397,-74.0162,Private room,55,7,28,12/05/2019,0.32,2,333
452541,Serene Room ,2248545,Helen,Brooklyn,Windsor Terrace,40.66034,-73.9829,Entire home/apt,142,3,120,01/07/2019,1.4,1,222
453094,Master Bedroom   ParkSlope Brooklyn,137814,Waldemar,Brooklyn,Clinton Hill,40.68699,-73.9635,Private room,70,2,339,23/06/2019,3.88,3,333
453255,Brooklyn Apartment Windsor Terrace,2252261,Stephanie,Manhattan,Lower East Side,40.71986,-73.9869,Entire home/apt,225,4,13,29/04/2019,0.15,1,195
454763,Exciting Lower East Side  Loft Life,2259061,Felo,Manhattan,Inwood,40.86717,-73.9194,Entire home/apt,99,20,11,16/08/2018,0.18,1,249
454929,Large Room w  Private Entrance,1385575,Alex,Manhattan,East Village,40.72981,-73.98318,Entire home/apt,239,2,67,02/07/2019,1.33,1,78
455734,Private spacious studio available,2265389,Laura,Manhattan,Inwood,40.86929,-73.92421,Entire home/apt,50,2,123,02/07/2019,1.47,1,21
456190,Sunny  spacious  bedroom in Upper Manhattan,2267864,Gary,Manhattan,West Village,40.73357,-74.00723,Entire home/apt,174,2,269,29/06/2019,3.15,2,167
456526,Beautiful One Bedroom in Chelsea,2270183,Kaye,Manhattan,Harlem,40.81713,-73.94217,Private room,75,3,36,23/06/2019,1.76,1,47
458154,West Village Gem    BR,2268393,Javier   Jorge,Brooklyn,Williamsburg,40.7061,-73.94531,Private room,55,4,132,10/06/2019,1.51,2,195
458377,Central Harlem Comfy Bedroom with Private Bath,346366,Sarah,Brooklyn,Williamsburg,40.70147,-73.94378,Entire home/apt,229,3,12,28/05/2019,0.15,1,319
460036,Cozy private room  williamsburg NYC,2287727,Jan,Manhattan,Kips Bay,40.74134,-73.98113,Entire home/apt,129,2,47,08/06/2019,0.55,1,177
461050, AMAZING DEAL IN NYC ,2286224,Sarah,Brooklyn,Williamsburg,40.71613,-73.95837,Entire home/apt,200,3,17,12/05/2016,0.2,1,67
463107,Beautiful duplex apt in Harlem,2301624,Miryam,Brooklyn,Crown Heights,40.66933,-73.93798,Entire home/apt,250,90,19,16/12/2018,0.22,1,311
466277,Historic   Bedroom Eastern Parkway,815977,Ryan,Brooklyn,Williamsburg,40.7111,-73.94643,Entire home/apt,235,3,108,02/07/2019,1.25,2,144
466457,Large Room w  Private Entrance,2316542,Nicole Lavonne,Brooklyn,Bedford-Stuyvesant,40.68944,-73.9376,Entire home/apt,100,3,182,01/07/2019,2.15,1,220
467569,Sunny plant filled apartment with   balconies,282315,Rj,Manhattan,Lower East Side,40.72106,-73.98384,Entire home/apt,311,3,31,11/06/2019,0.41,1,28
467634,W burg   bedroom w  yard   laundry    mins to L,2321321,Lloyd,Queens,Jamaica,40.67747,-73.76493,Shared room,39,1,454,18/06/2019,5.27,1,353
467866,Bright  Bedstuy Gem,2321870,David,Manhattan,West Village,40.73123,-74.00591,Private room,100,2,199,05/07/2019,2.3,1,19
470090,yahmanscrashpads,2332430,Murch,Manhattan,Lower East Side,40.72147,-73.99208,Entire home/apt,210,1,230,01/07/2019,2.65,1,319
470370,Our NY home  Greenwich Village apt,2120259,Sue,Brooklyn,Crown Heights,40.66604,-73.95086,Private room,55,4,101,24/06/2019,1.19,4,170
470709,Studio Apt  Lower East   Manhattan,2335775,Diana,Brooklyn,Williamsburg,40.71856,-73.95166,Entire home/apt,165,30,154,12/12/2018,1.87,1,157
471712,PRIVATE ROOM NEW YORK,1274269,Aram,Manhattan,Morningside Heights,40.80661,-73.9576,Private room,89,28,69,26/05/2019,0.81,1,80
471914,Beautiful Sunny Apartment in South Harlem,2147438,Stephen,Brooklyn,Prospect-Lefferts Gardens,40.65955,-73.96066,Private room,110,4,12,26/04/2019,0.16,1,330
472546,Brooklyn one bedroom right by Prospect Park ,1600988,Sweet Home,Brooklyn,Bushwick,40.6933,-73.90823,Entire home/apt,82,15,5,04/01/2019,0.06,1,311
473592,Luxury Doorman Bldg Nr Central Park,2347382,Massi   Ray,Queens,Long Island City,40.7502,-73.94189,Private room,70,1,144,17/06/2019,1.68,2,340
476570,Studio apartment by Columbus Circle,2027013,Adam,Manhattan,East Village,40.73009,-73.9827,Entire home/apt,89,30,70,09/03/2019,0.83,6,4
476571,Studio Apt in Park Slope  Brooklyn ,2027013,Adam,Manhattan,East Village,40.72955,-73.98298,Entire home/apt,99,30,62,10/01/2019,0.74,6,8
476983, RE   CARRIAGE HOUSE STUDIO OFF CTYD,277379,Agnes,Manhattan,Harlem,40.82537,-73.94392,Private room,85,1,439,05/07/2019,5.12,2,238
478053, RE   CARRIAGE HOUSE STUDIO OFF CTYD,2368753,Kristine,Manhattan,Two Bridges,40.71137,-73.99403,Private room,80,4,48,06/01/2019,0.56,1,96
478385,NYC studio in ST MARKS PLACE    AVE,2368133,Jimmy,Manhattan,Kips Bay,40.74428,-73.97809,Entire home/apt,135,3,134,29/06/2019,1.56,1,236
479002,Sunny Midtown East Apt w  a Loft ,1708956,Josh,Brooklyn,Fort Greene,40.68723,-73.96897,Entire home/apt,450,2,31,03/07/2019,1.14,1,30
479263,Gorgeous   bdrm in Carroll Gardens,2373905,Jaime,Brooklyn,Williamsburg,40.7182,-73.95763,Entire home/apt,145,30,36,19/01/2019,0.42,1,342
479285,Spectacular Lux   Bed Apt  Best Location  Terrace ,2374190,Jazmin,Queens,Sunnyside,40.74679,-73.91853,Private room,80,3,1,30/12/2012,0.01,1,330
479867,Brooklyn Brownstone w  Beautiful Garden,2377104,Hannah,Brooklyn,Williamsburg,40.71739,-73.95472,Entire home/apt,225,2,338,07/07/2019,3.9,2,225
481022,Rent in beautiful Sunnyside Gardens for holidays,2382189,Candice,Manhattan,Lower East Side,40.7195,-73.98022,Entire home/apt,125,1,261,22/06/2019,3.24,1,212
482365,Williamsburg  b apartment with deck,914838,Lior,Manhattan,Hell's Kitchen,40.75636,-73.9939,Entire home/apt,80,30,32,31/01/2017,0.37,7,365
482765,Studio   Cozy Room For  ,2389885,Megan,Brooklyn,Fort Greene,40.68834,-73.97875,Private room,100,2,112,30/06/2019,1.3,2,12
483414,Super Cute Junior  BR in LES ,1539749,Edward,Brooklyn,Bedford-Stuyvesant,40.68586,-73.94837,Private room,55,2,22,20/05/2019,0.26,4,297
483485,GREAT BRAND NEW   BED APT TIMES SQ,1492619,Wallace,Manhattan,Civic Center,40.71164,-74.00774,Entire home/apt,328,2,319,02/07/2019,3.78,1,112
483505,Beautiful Brooklyn Brownstone,2393537,Jodi,Brooklyn,Williamsburg,40.70743,-73.96728,Entire home/apt,142,7,69,20/06/2019,0.85,1,261
484312,Downtown Full Floor Loft,2306962,Hana,Brooklyn,Windsor Terrace,40.65854,-73.98384,Entire home/apt,300,2,24,20/02/2019,0.39,1,23
484728,Perfect   Stylish Williamsburg Apt,2396741,Alex,Brooklyn,Fort Hamilton,40.61269,-74.03381,Entire home/apt,105,30,3,12/08/2017,0.05,1,30
